0xdca5ef36a429f79bd748ef00cbe2274cd7f6c27d,0
0xc5a80085e91a4ba2ad1dc03e55a97a39a2cc7749,70000000000000000000
0x190a12bf6af95f814f0a030b3d83a9144cd20954,60000000000000000000
0x71de9327576fd284dfc6381b9f867e18d770e414,0
0xe2fb1e6e0a5debc18dd8dafe0e30f55e988ae9aa,0
0xa406f90f61b117fedbf59aa4e9b979f4a0bbb9ba,0
0xb78aa236b92989164749be7611d109dffc1ff3d3,80000000000000000000
0xdca5ef36a429f79bd748ef00cbe2274cd7f6c27d,0
0xb4c045e382098237444cd784a22e380a7c4ddc55,0
0xf42f081ac661887dfff58063d451236661173ce7,1000000000000000000000
0x23547d6a18e3a9ee9196e15f8383189b3f208893,0
0x19ad82aba099cafb85ccaf9607b74e53589e987e,0
0xa2c7948ade41665503cbc1a06bb0af4da4934c5e,1050000000000000000000
0xf81c26188c1122dc3372c9027899af6b40b200b4,180000000000000000000
0x1da8d7f70f61505e185e67f5975c93d1b1eb75dd,2100000000000000000000
0x12d221c0984ae142ca77170b1a583b1ede1d27a7,0
0xd8ecb5da17992de1fca6f807f321d986b48f5db2,1100000000000000000000
0x4bf29eee7e6149952d3f6e26e346c06d6558a7c4,200000000000000000000
0x84bf26e0adcdc9825c9c07169c9bf3b866cc293e,88000000000000000000
0x35495da91596a48b2ff21ab7257b1f678c6767d0,80000000000000000000
0xb59904c2826a5722c8f13d1ed94013a87083a54c,750000000000000000000
0x8cfe5d92856b7a0f1ad61303a5a8385371a4551b,150000000000000000000
0x1db5c5da036eaf379839a51a94b90bf611cb7a10,35000000000000000000
0x11c861d271cfd353c6dcf8bd939be5d896d4c1cd,145000000000000000000
0xe0c4927e96f65fefd3c44868e3aa17ff70c36ace,5600000000000000000000
0x4ea2d0fd622094893d59d9daa0fc7f9e1c7c7984,770000000000000000000
0x9686b6a96083b7ed7cef93319b05c96d4d0cf0d9,0
0x337539bfcf5119f45e884a705ff3214974190814,360000000000000000000
0x2771867e092dd7db262fa34fa5a2ba7090f3e939,111000000000000000000
0x2f0a5816cfb1bf40d08dc8596b1a850cce80c217,260000000000000000000
0xe584bfd9417d25416bd307e4889ab8b4af8f8f2b,115000000000000000000
0x84e3abcb3c677de961d837c089b11fb527aa07ed,3300000000000000000000
0x6f38648874e10488ae04f110ebe58fc9c396dd06,180000000000000000000
0xffd908da661e52d2d245916ef1ccc5d8b2e918dd,220000000000000000000
0xbd8c54148233b886cfbc2179aa53e252e135b6fc,117000000000000000000
0xcdaab9d34210e8c2b0fd1ebc1fe1efd3351bb55c,60000000000000000000
0x2f9da80c3e00f7c075fda6ad647d485dfe3ceba6,55000000000000000000
0xfe319dfaa29ac922447aeece9e11713a8d7b591a,125000000000000000000
0x1c65f7d3a45e259c491161a95dc224119d38f49d,0
0x60afa2c15f771cdfabd3c95b4e8dad9d5e852baf,25000000000000000000
0x64952a7243bb838606a60e6a9a99a3fa0b011e78,155000000000000000000
0x901de4df9981f7956d9c05200d1fee3414f56762,0
0xa9443bdd42c32785e24aa605d4a31adda9f5285c,120000000000000000000
0x6a227d650aaac30b6ba839abab3568c3658c4cd4,20000000000000000000
0x017d38085e69c94593861976d6b53d4f98ffe7df,250000000000000000000
0x5656f52e6501b75690a4f400462ec0b0e8fffa8e,83000000000000000000
0x0ff0541535bf4049fdd7b71133d056b011a72056,0
0x28c1235d50fa3986d3f51f566a2b1837023fc21b,40000000000000000000
0x0bc36bd15ad71005a8bbc17f25ba2339925e8ebd,90000000000000000000
0xefec040376e7f6e2cf766891b186bfad85a1cbbf,340000000000000000000
0x7d435446213fb32fbcb8a1ebf9ce6c44f35e715f,400000000000000000000
0xcf90ff4548307fa063f641e23e015a10732f900f,1260000000000000000000
0xa9ead7378083dae6d4b657daa3dddebf2cb4a1a5,150000000000000000000
0x8bdab18d7aa5708d2319a34f937cad2967590f64,6000000000000000000000
0x4f4bcab7aefa82ed61b2460861338e16b41dface,7000000000000000000000
0xb6794899756c4575a51925d7db67b2172306ff3b,12000000000000000000
0x9c5071e4081c7def7c4e00d41c7a0352bb0d9e8d,15000000000000000000
0x2d9f7c50efe34d6c7a00759c7aeb74271ec0e394,32000000000000000000
0xbb63203fa253b667f1d8d591954f5a14ba5613e2,25000000000000000000
0x989303a0a5a60956267bca39f5441863cb46c6f2,0
0xa9bd32fdfae2f59453a6c4b0a9d188420b6f004b,0
0x7bf2f9d229a56359bb3c36f5e1b38793858211d9,25000000000000000000
0xebe27a03d9aaeea11440d964a68bc481487c1ead,35000000000000000000
0xd2705e1f03a53e03e5a3705431656fe12c0c7449,275000000000000000000
0xbcc0b3a4591152a9e075f373a1058f932da2cebf,17000000000000000000
0x391df98a862046cbf88b431d7f0d6b9f83da0dbe,3000000000000000000
0x02ef391bbf59e76e31626021b6865e32c24a41eb,0
0xba60485207a3735954ebf7578e19e4e8f7570246,0
0x688f344434ecf7c31354c494d3a16a2dd6dd17a1,0
0x83f9dd809a6e5358901dc7178a86df8f26b4c1eb,0